order_id,products
980646,8048 20518 32689 39534
2477157,2205 2855 3397 5612 6489 9839 13176 13984 16953 17027 17803 17985 22935 25472 27464 27521 27845 33407 34270 41078 42828 44359
304422,11365 21903 33147
3274149,743 10374 25103
1259153,23909 29437 43631 47877
1931676,4855 14947 18523 21709 21903 22935 24184 24852 28309 28851 29487 38293 48679
2117773,1194 13176 14233 14870
1453267,5764 6104 9339 9825 9839 13166 14901 18362 20899 21137 21903 22035 22594 24838 24852 26937 27845 27966 29926 30489 39275 40723 42445 46847 47766 48679
2005115,8006 18362 24852
2549104,8193 15937 24852 42585 44910
1492736,1516 3481 16535 24852 24964 29374 31555 31635 36127 38567 42265 42585 45007 47766
2593907,2447 4210 16981 19046 21903 35383 37193 42265 44275
1076290,2298 5212 7088 8986 9637 12315 14867 18883 20580 23634 24242 24852 26032 26209 27531 31717 35163 35935 36389 41637 42479 43758 44845 45866 46990 47626
2651354,4687 13166 14165 24852 27086 27511 27744 28199 28204 39275 44022 45066
641618,22089 35004
745719,196 29015 32478 37710 45051
1078762,8518 26165
1584700,13176 21903 27966 38322
2596170,4920 16797 19057 21137 24852 43961
3219209,1158 5785
3254057,7628 9597 15399 16083 21903 27104 44075
1333207,8518 13176 14233 18234 27086 34530
1892380,14505 17616 33791 41290
1734696,3798 8571 21292 30558 31759
1629715,778 4562 5479 11520 12732 13176 13225 14778 18094 19057 21405 26209 28785 31717 34262 34448 35951 40174 40706 42265 42768 43768 47766
1241036,5171 14218 14947 15290 19057 23560 24658 33894 37229 47626 49235 49610
3202002,7205 12341 12597 13176 17840 21137 21227 31717 41950
741773,432 2450 5479 12614 14050 16793 16797 17581 20609 24852 27845 28204 31623 33787 35547 39928 40571 42450 47626 49131 49683
1575433,2453 4920 9515 23198 32839 34552 43122 46325
3298003,33344 43163
2885269,4462 13263 16744 24852 27966 30683 34137 45007
1115332,35503
3377044,27383
292381,196 5258 6184 13176 16714 16797 23288 41400 42500 43352 48812
32690,2855 5120 8518 9839 13851 16759 22556 22935 23288 24184 25533 27104 30353 30391 30489 36149 38383 38837 40516 41697 47209
3005027,156 7631 7736 10673 43209
2010869,4724 16283 21903
282224,4920 13176 16797
3217240,21775 25197
2573094,436 4799 5360 6384 13176 14711 16715 17948 19057 22825 24184 24489 24852 27012 27966 28147 30391 32611 36070 40396 40545 40706 42265 47209 47388 48116
3070570,19057 21903 24489 24852 25890 26165 35842 38128 40706 44632 45007 46654 47626 49683
1397012,4605 6873 12980 13712 19677 20039 21903 23579 27548 33754 35221 38383 44632 45066 47766 48230 49683
417118,13176 22935 26856
1625618,8048 16797 18359 24135 32478 42392 43352
2262372,13997 21709 26209 31808 47766
488081,14228 16213 19261 24852 27016 27966 45066
298606,16465 19953
3166870,9387 23909
2160037,25890 25931 46654
787987,8615 15290 15649 21903 41149 41177 46906 49683
2039273,30406 41603
2130296,23234
1360702,6341 16797 21903 24852 33120 40174 45364
2189252,2078 11520 21903 22935 24852 25890 28849 47766 49683
1940427,5876 8518 13176 14678 17948 19678 20186 21137 27104 27451 27966 28842 35140 35510 40706 47209
2058614,631 1464 1497 3407 5375 9076 12271 17888 19604 25466 28092 39262 43943 45394
2491645,459 3339 5077 6348 6585 6948 9339 9839 11422 13166 13176 16797 18465 21616 21903 27392 27521 29987 30949 31506 33031 33636 37029 43713 47229 48364
2100433,20084 20738 23047 27845 36036 45613
943492,3376 8021 9020 17794 25931 39877 49075 49610 49683
1127191,5785 46820
510355,24852 47209 47766
3281396,21616 21938 24964 25890 27086 44359 49683
467607,6178 9796 16797 21137 26047 27344 29934 32691 33433 46979
1355476,8048 12341 16797 17122 25017 40199
223028,5479 5589 7185 12572 45224 47209 49235
1207578,8859
2647185,4957 16797 21137 22025 24852 27156 27845 33754 34969 47626 49683
2192806,2311 3213 22825 27521 44008
2245740,9755 13176
1481421,8424 16083 28985 40199 43394
1248880,40939
1607460,10163 21513 24852 33089 35951 38313 47766
3049796,24852 40571 46779
2395270,10121 10339 21137 24852 27966 28842 30169 34358 36082 37011 44661 45007 47209 47626
708134,4656 5383 9339 13176 13829 13889 14084 18140 19057 21543 21614 21938 28071
443188,13176 21386
2322826,1194 3957 13176 24838 24852
337303,6218 27966 39275
1529880,13176 30391 41540
2340793,11790 16965 20114 21903 22035 27845 33731 35078 44632
1027228,37386
1887144,13176 14715 20670 32923
2045458,7091 7806 9755 15902 20345 24852 33120 45437
910092,18523 18926 33754 40571 42265 45066 46676
2749486,329 13176 22825 26604
291060,5441 8277 21137 24852 28985 37766 39993 47766
127643,22035 24235 31100 36011
2627673,2825 9186 10749 13176 30391 39877 43086 43686 47018 47209
3284046,8230 13176 27086 32655 47209 49235
537276,33452
1492546,311 10132 10199 10749 15290 16165 16257 22312 24269 35865 39877 40174 41148 43768 44683 45763 46475 48893 49114
2940483,17769
2054864,165 45763
1304141,4472 10753 18027 47209
313272,1463 4589 8174 13176 15050 15487 22963 24385 27086 27966 30233 39216 44008 44375 45123 46979 49235
3307391,1263 15263 18811 20659 24629 24852 26587 28647 29095 30949 31343 32403 33225 33508 35124 35199 40490 43209 46842
2706245,6774 14366 19348 23236 47209
1633468,10326 43352
2238036,11520 12456 13176 28997 43662 47209
1459133,24852 26032 28642 34358 37158
2907236,260 16797 26604 39275 39475 43352 47788 47893
3362783,5380 27966 49224
1131415,19660
644601,10279 21089 21938 31562 35824 37145 38739 40939
1461848,277 3039 6016 8390 23909 24001 37592
2304793,5535 5785 18135 37892 41065
1781570,6369 22046
1137564,386 13176 15860 16797 19389 21497 23505 28188 31343 34952 46034
2062233,7521 11063 11109 21137 22825 27104 27521 32655 32864 36011 36082 37067 46979 47209
1714603,27966
569040,10690 13176 14385 34487 49235 49544
1043834,13176 21137 30558 40120 42265
2830550,21616 22935 25659 34243 45007
2087049,277 1536 3034 3389 6374 13490 15233 16433 20530 20789 20860 21357 22454 23341 24012 28472 29848 31564 31644 32538 32998 35956 36799 37068 37431 37564 38892 39032 39201 44847 45239 46776 47243
2847225,1158 3952 8173 24852 27845 30489 30720 42265 46979 49683
1758900,5212 15123 16797 21709 24852 28204 30442 39275 44632
3007192,30233 31717 49247
3178549,29 1200 4516 6383 14679 17279 20670 21227 22395 23723 26134 33129 40706 43857
2902248,10369 13176 16589 17407 19322 21137 21417 22963 23288 25533 28058 30391 32071 38312 39877 45633 47209 47900 48220
2079031,5785 19019 24799 25513 40396 48628
3393464,24838 24852 28204 37276 39838 47766
2100974,4175
3314363,2668 5025 8193 16768 17334 21903 23012 24010 24184 24852 37892 43565
2040167,49235
1359806,2716 3466 6873 8929 16174 24838 27104 34244 35851 42710 45210 45646 47029 48726
1321939,1244 4562 4920 16965 21137 22935 32020 33120 40706 45066 45210
1055854,7751 10321 18610 27179 31991 32428 37067 46338 48142
1631912,1408 2452 5212 7054 8424 8952 10749 14633 16797 20906 21903 22170 24852 27695 28373 29487 31553 33636 36256 39180 40396 40706 41665 45066 47766
986851,2426 5100 8174 13646 19220 22959 33252 35383 37232
2306602,12341 24852 35503
1730332,10673 20463 24925 37654
2974980,10831 24852 26723 30597 45013
2586133,432 2078 20119 21616 21903 30391 47209
1302727,1511 3397 3599 4605 5134 5212 7916 8277 11352 13176 14218 17878 21137 21903 22035 24964 25832 26209 26604 28123 28849 28934 29487 35221 39928 42828 44949 47616 47766
1968803,5212 5785 5876 16616 17027 17600 18176 18362 21137 21616 24852 26604 30233 38311 41950 42719 45007 45013 47209 49683
2185693,4605 10912 15386 16797 18523 22952 24852 25804 37766 46842 49235
2876249,6615 14488 21137
3235920,13646 49520
2927030,5514 6104 7781 8518 9839 13176 15182 16759 18095 23165 25653 44422 47209
2455456,5876 10992 11182 13176 21616 30489 33647 38997 47209
2911838,11520 21616 24852 33120 34969 45007 45066
3054025,18465 18531 24852 25890 27845
1825694,4562 12395 21385 26209 32177 33443 35951 37410 38490 42567 44514 45007
2944448,6341 7781 16349 17600 17794 21137 26209 27966 28985 30489 31683 33000 34358 37158 37646 42383 43295 47626 47766 48642 49683
1301995,6244 33452 45190
3311691,7004 28264 29668 34523 44632
790155,4879 8475 13606 24852 26826 47626
1333401,21903 23059 26620 45007
775702,13176 27086 28289 30776 35221 37687 47766
143903,7781 21938 22935 22963 24852 27845 30391 30597 32030 33351 34969 35584 40332 44142 44570 49198
2137651,20682 20738 24852 25146 25985 30511 33909 41715 42495 42719 47766
3319397,1940 5450 9114 12276 24852 29373 44570 46175 47672
36908,25842 27829 31635 31678 33232 41458 47766
36971,486 3952 10539 11712 13023 13176 13874 14399 14467 19322 26201 27104 31461 31678 40691 44389
3366354,21616 23375 24852 26209 28842 40396 44275 47766
2838324,24852 35782 38890 43817
1500778,9387 10749 16589 18523 19057 21616 21903 24838 24852 27845 27966 39275 39475 39877 41109 48679
3009072,21903 24852 26209 29574 31553 47626 47766
2456076,6669 24852
2395237,11759 12427 16974 20940 21572 37710 38928 46521
640487,8324 10685 15906 24852 25705 27596 29344 43889 46616 47209
2773235,6377 13707 35948 40154 48713
3021033,1483 6400 7521 8277 10749 10753 14233 17847 21903 21938 25837 28204 30233 38480 43182 43768
2042098,9808 17949 24852 34069 45504 47209
1138573,3896 8174 11140 13176 14633 14764 19057 29447 32369 36550 36717 47209 47492
2522914,5450 10125 24235 27845 28289 41787 49683
1174094,21019 43295
3202635,1158 10482 13176 27966 47144 47209
3395135,9387 10132 13176 13292 13431 20084 20890 20899 21137 21903 24852 25301 30169 30776 34262 35914 39160 42265 48486
160377,141 9430 13176 13733 17461 20995 21137 25931 35951 39216 39228 41618 43662 48104
2791386,1071 2120
3395249,27086 27521 36126 38273
1271692,1463 6046 9689 16965 20842 24184 26131 26209 26384 27521 31042 33401 34230 40545 40706 45535
630828,5077 12099 13176 14650 21903 24489 27104 27247 39275 42585 44683 45578 47209
2073476,4605 10017 24489 24838 24852 40396 45603
171351,18441 35951 46992
86307,12545 13176 13870 19125 22035 31444 31635 36857 41787 47087 47766
2431546,4462 4605 5212 5616 5876 8174 10749 11520 12499 13176 14223 14711 16249 19366 19759 20632 21938 22825 26324 27104 27521 27966 33125 34358 34969 37158 39190 42404 44987 46206 46720 47209 48162
3375605,9137 29615
1087774,4920 6532 9534 19731 21903 22825 24841 26790 27966 31433 38293 42803
875882,3308 15944 32650 36962
2583206,17794 44142 49683
2951873,5479 13263 21137 21903 25647 25705 26209 28465 28985 30489 36865 44514 45066 45453 46676 46979 47209
2636782,4724 5068 17207 21137 29223 33249 39275 43352 44683 46363
3371077,4957 24852
2688219,8536 11563 11679 16014 18327 24852 40058 42372 46059
2446910,714 16647 18818
64814,12341 38768
2630372,21405 21903 27104 27336 27966 39275 44359 45007 47766
1115389,94 5077 5450 5785 6348 11193 13176 17794 18337 21137 22935 24706 24964 25138 29447 32139 32387 32553 33845 36076 39877 44632 47626 48491
106107,8428 17044 17426 31127
2883729,9623 10603 26842
102008,4097 11005 14764 16616 18531 21137 25138 27845 28476 30489 37067 40706 44910 45007
1423612,24777 33676 39276
298873,6410 9431 40878 46139 47766
2536845,11239 12916 34026
1403618,1217 2538 2974 9580 10022 16797 20156 23572 24852 26928 27761 29905 31683 32766 37940 44666
2747802,45 1559 9210 13733 21403 24852 28842 34358 34530 37642 47766
1856419,12276 12606 23039 23955 42460
711783,2361 5456 28590 43352 47144 49131
1112982,29848 33026
1065691,4605 31838
3348231,13176 14289 14947 18523 18583 23909 30480 34126 40824 42265 43789 46106 47626 49235
2534463,37552
341118,39877
2038718,12053 25266 29546 29835 30353 40189 45674
1687051,196 22802 43154
1701206,5876 7948 13176 21137 37646
462175,3345 44177
1320838,13176 24838 27811 45946
687159,15872 16234 25985 26209 29487 38293 41625
1135659,5450 11520 19173 21137 24838 30489 38293 44560
2336739,24852 47114 49235
1142963,2229 16647 17334 24852 27985 28439 30371 44548 46881
1621341,5212 13885 16797 17794 21903 34335 45066 45521 47759
2696567,24852 39097
3375823,2086 11913 21137 34126 35951
17889,3298 6184 10441 13575 21572 32455 35561 38928 43154 48762
12054,1541 24235 24852 47626
1226591,24852
279831,1729 18292
1000472,17017 21903 21938 24852 27966 30391 33754 38293 47209
1973980,794 5616 7969 11440 11512 11782 19982 21497 25705 25890 26317 26369 27966 33120 38689 40706 47591 47788
1790957,4367 4920 12572
681870,5115 8424 21169 35939 42265 48790
1831467,9839 12384 13176 14010 17027 22963 33572 40174 43122 45007 47209
2571196,2966 9766 11974 13176 17794 19057 19613 20899 22935 26315 27639 30391 32204 32655 35065 41220 45679 47485
218519,4562 7120 7412 13646 15290 21227 21903 26209 28204 33956 38739 44375 47626 48395
2946445,1069 1940 4137 4957 7815 9076 15153 16797 18523 24852 28132 42460 47455
2732785,1542 8518 13609 15937 21903 22935 27104 34969 38944 39475 45007
2330668,5120
627526,21616 25890 44142 47766 49683
1251611,13166 13176 24852 26369 30233 39560 43154 47209 47766
1373865,1940 8501 14104 24852 28204 28449 42731
450325,13629 17861 21137 21903 35951 39275 43768 47209
1723692,6046 13176 15462 21137
1962917,21137 28199 42030
2881426,8518 13988 21938 24852 25890 26209 26497 43352 44142 47626 47766
2259759,5479 11187 14366 28214 38652 38890 42450 45066
3056225,1811 9623 27847 33674
317449,1463 3513 7963 10114 11712 15872 23054 26751 27000 28476 30627 39276 42445 44479 46650 47280 49192 49616
2893391,8138 12075 12392 17726 20119 22124 24852 26346 27086 27715 31964 35221 40723 43395 44632 45577 46676
3379322,24852 32303
2875154,28931 31766 46870
1712116,6187 6541 8269 16254 16508 17622 19821 21903 24852 26209 27949 29479 35946 38264 39040 41290 42701 43122 47990 48476
2534156,1940 5884 10673 24852 32239 34487 40354 41787 43690
1568501,5077 8277 9839 13176 24964 31612 35951 44359 46979 47209 49191
1868610,8424 13176 16797 42139 46979 47626 47766
390196,4473 8087 10351 12872 13080 15582 17579 23579 26209 38689 47119
3126416,10749 20899 20995 21137 40706 43086 47766 49131
2901812,5785 11520 13176 16759 18288 20114 21405 21646 22935 26209 27086 27521 35750 36011 45013 47209
2775657,389 9839 10749 13198 19057 24852 27845 28420 34126 36695 40516 47209
2205911,6287 9839 13176 13409 18370 21194 21903 24082 24489 25659 28289 29397 33000 37646 38896 42265 42504 47209 47626 47823 48679
1704004,13176 14233 22367 40174
1580558,2038 33508 36510 45239 46307
2102945,24852 31981
3420544,4332 5782 23909 25466 28577 29731 34063 40332 43631 47141 49605
2910631,35072
1199165,8671 26384 31764
2251540,17207 18023 21137 21903 31651 33147
791366,14764 15795 19611 21137 24489 42265 47766
2489450,5212 8011 13176 15902 17795 19613 21137 22935 24964 27966 28985 31635 35163 36127 40427 41220 47209 48220
1118837,7781 8309 21137 21709 24799 24852 24964 26317 26790 27845 35221 40469 44632 47766
644109,1160 16753 18058 26227 26754 33065 34560
51122,18150 18171 18838 21137 26978 27845 27966 31127 48600
3305742,20186
413771,15290 27966 31395
1687606,432 5970 8413 8986 22451 22828 24852
535717,4920 11068 14354 25385 29328 31181
95378,581 5077 5212 9689 13249 16616 17794 18523 21137 21560 21955 22035 22935 24830 24852 25630 27966 30442 33731 38772 40706 42828 47209 49683
2831134,4945 8424 19678 19741 21903 25533 26620 34423 37067 37646 47626
3029859,4920 8197 11182 13176 17652 19057 21137 21543 24852 39928 41238 47766
2233213,17615
2985377,20574 20899 27690 48857
809066,432 5737 9076 9298 16797 18564 19821 20082 23646 25346 32057 32820 34380 37892 40174 47766 49098
1056667,24852 28204
843058,3479 17316 30391 34495 35317 39275 46575
2652856,5077 5101 9075 9076 9387 15386 15860 16797 21301 22684 24198 24615 24852 29363 30884 32303 33548 35537 39408 41844 43174 44156 44245
1702732,24852 28147 29278 47766
2917681,196 6184 11540 13575 19828 22362 36472 47097
809389,21386
562883,5077 7228 8174 8277 10761 13176 17789 20995 22425 23765 24799 24838 25762 33731 36070 36695 39303 39332 40709 44479
3239390,2228 2825 11513 14870 21903 33120 36332 40396 43821
958233,2295 4947 9076 13083 13176 31231 43961 47766
2236776,13176 20090 21616 22089 24964 29307 48595
3200214,5383 5876 7515 7598 17450 19678 30489 34243 35221 40656 43789 45007 47209 47977
56157,1940 5994 9205 11712 13176 13895 14146 14493 16275 21137 22298 23644 26604 28465 28685 30391 33845 35181 46681 47780 49031
3276176,13176 19803
2242422,4367 4920 8174 10407 17794 20345 24852 28204 28985 33000 36554 41787 45007 46676 47209
527672,14996 21408
716859,13176 17209 24009 26842 39108
3288096,920 14233 17794 17998 18078 23986 25931 35140 38662 39275 39877 47209
3015660,432 2344 5450 8174 8277 8986 9058 10998 11520 21903 24852 28058 39194 39877 46616
2475439,11759 12341 16797 17419 18615 30777 30827 32478 35336 35561 38928 39657
2279987,45 10603 10749 22959 24852 25931 34243 42244 43352 45066 47209
299202,5646 6348 9595 13176 15649 21137 25718 40706 44837 47766 49235
752287,42347 48718
1238262,137 1217 3558 3562 3844 6655 9909 13031 17079 18702 22204 25533 26032 31808 32399 34878 37417 38944 43530 43908 44500 46586 48109
3401086,11712 21903 26634 39475
2897566,79 7552 20247 21019 21903 24852 26981 32978 41950 46906
2160796,5456 13176 13548 16083 17600 21288 21903 24235 27845 47766
3327039,5785 19019 21903 22935 42300 42342 43789 44359 47209
2862529,14689 43739 48762
2424730,42803
934945,222 1695 1940 7026 7350 13176 13931 21709 25804 29363 30247 31264 35221 35914 41711 41921 43123
2316006,8048 12341 21292 21769 21903 29223 38768 43352
1699870,13176 28199 43122
1260759,18418 28757 49355
334056,26298 40396
97496,6188 9076 12955 21137 21543 23025 24852 27845 32018 39275 44765 45066
3206165,5876 24964 26209 45741
1795549,8920 23909 37543 40310
2021639,1640 2326 2716 5120 5479 5781 6292 9825 9881 16321 16462 16830 17706 19508 21137 21376 25513 28289 29307 33198 36775 39121 40824 42389 42403 42803 44449 45537 47059
1270626,365 6638 18523 24852 24903 27662 30388 30489 35469 35951 36149 38837 39055 41806 42063 42699 44612 44910
3362937,5646 24852 24964 27521 32655 38383 47766
1454579,4920 8087 28199 30489 31040 34448 42265
858750,21137 36117 41682 44632
2347369,6069 9886 13176 16290 22035 27247 30718 37552 40571
955529,3298
1139676,13176 38440
2486767,5646 8174 11865 13807 15399 21903 24838 24852 28156 33120 35242 35921 37935 38293 47766
1907403,9839 13629 21903 26949 42972 47209 47977
2031546,5385 9175 19863 24400 29529 39108 41602
12846,20119 21709
479529,8914 13044 13286 18426 21137 24852 29167 29309 37262 38818 39275 39297 39408 42013 43221
2096706,8834 25705 32740
2517452,2611 3020 4605 7854 13031 17949 21903 24184 24631 24852 28226 28849 28934 29487 30489 34466 38557 39322 42265 44268 45007 47759
258043,13176 24852 39408 47209
2791480,4799 4957 5547 5876 8929 10351 11371 13080 13176 14891 16398 16797 17668 30233 31343 33754 35121 38273 38274 40233 42342 42637 42680 47209
350754,26900 42447 48733
1415832,25745
226089,5479 15532 21616 39877
1028528,16797 20076 24852
2824697,4462 9047 13646 17878 30353 41840 46206
447377,10326 13176 18023 19887 21137 21288 21903 39275 40120
2926992,5479 6291 7314 8518 12932 13176 14084 16083 17668 18479 18918 21616 24830 26032 26034 28601 28985 40604 40706 42244 42265 42585 43352 45007 47766 48679
1141582,9623 11461 12817 18790 37436 42506 46572
2456375,12672
2392771,7916 35951 47209
1732809,775 18883 20842 20995 28289 29926 40706 41966 43961 47325 49683
3257292,5114 24852 27845 34134 37687 49235
2963991,196 38440
2198873,5463 8539 8736 8865 11140 14833 16398 16773 19436 19446 20580 21405 26209 27156 27521 30776 32139 47209 48559 48885
2040421,2014 9405 19488 30183 36011 39160 48607
2473457,4605 8800 9387 10957 14814 21709 24852 28842 31683 37766 40332 40348 44142
3295259,2763 4605 6972 8277 13176 14084 21903 24884 28985 32655 44124 47626
2831065,4920 21085 27845 44632 47334
603621,16249 39276 42445 42992 43713
3062853,11821 28577 31789
1068528,5646 9430 11069 11543 12791 13176 22548 28597 35951 40310 44359
637239,4600 10017 11777 16797 22228 22935 27104 27690 27968 28934 38313 39877 41588 42265 44142 44473 45368 48395
3402172,10032 19178 34024
2285001,6104 7493 12341 13517 27845 30489 33022 35547 41149 45364
3068995,19125 28842 34243 40593 45007
2275744,1067 9047 11314 11481 11512 12138 14233 19057 21903 22035 27554 35336 41387 41618 46990
2295162,2295 3849 9076 13629 16521 18479 24852 26209 28289 28842 33352 47626 48104 48679 48894
2709521,14766 15925 23341 29615 32747 33398 42495
2502418,19208 20995 24964 31555 33401 34128 35824 38028 39121 47626
3281616,27086 33731 35108 42736
1686098,24184 28199 38456
2926608,1511 11512 13198 18362 22935 24852 27958 31215 44422 46331 46886 46979 47626 47766
693879,8193 40354
1898416,6184 9434
1255619,44853
2519168,1062 21903 24184 24852 32655 48800
1120865,1158 1618 8859 11470 11782 17789 28836 32959 35577 37022 42399
2265177,28 15902 24852 27966 41164
3360715,12980 28371 44568 47626 48174
2785293,16486 24852 42490
2235637,9154 23563 27960
3072676,5025 21267
35386,41131
2294248,3896 3952 5785 13176 14084 24160 27966 30391 30639 34530 47209
1334873,13424 14715 31805
2272876,1511 11520 21137 24891 28436 39527 47209
891076,16797 25588 29223
1253332,22610 23909 27104 32303 38200 44042
84699,4947 11303 11440 12240 14650 15290 16797 17704 23291 24852 42265 43295 43352 44632 45066 45723 49191
1515485,19145
2347603,12845 21019 21903 24852 27521 34126 35951 42265 47209 47626 49383 49683
2228027,162 16797 22963 24852 25513 26317 43692
2064272,8929 27554 30440 42828
3000231,2240 26939 29553 36227 43772 43886
2319801,9387 40261
1818337,27695 38383
76335,24852
1669117,24852 28199 35578
2531860,3585 3896 9507 24852 33209 39408
1992045,945 3267 4749 5385 8732 14493 18211 21293 22123 25976 26348 28204 29095 30233 31305 31683 32747 32868 33330 41290 44566 47141
2138906,11941 13176 13852 19678 27104 42944 47209 47546
47321,5479 13176 21137 21616 26128 27966 30489 39108 39877 40723 49235
1869336,7521 11712 38689 46906
3008159,2745 5194 5385 13176 26250 26505 27730 31766 34466 47611
1531903,2228 12955 13176 17600 19244 25931 26488 27845 35951 38985 40723 42265 48679
2297600,432 20113 24852 30391 31683 40593
2028935,7916 14084 18465 21137 21903 22170 26648 27966 37258 43908
4055,7228 7916 11182 27247 30391 34836 40604 40706 47209
2110158,23288
419275,449 1436 1543 4377 10613 11281 14146 16953 18233 19348 23095 23888 24852 27092 29289 32679 34050 41651 44799 45217 46138 47931 48026
2551113,23630 25817 33911 39190 39409 43122
42701,4940 5077 5876 8174 8277 13176 16185 21137 23737 26209 34050 44987 47209
1429039,9597 21267
958959,31100 31720 43643
418,13702 27086 30489 40268 41950 47766
972928,14947 27845
556800,24852 47626
511416,196 22610 30661 47368
2071365,5025 5450 6758 13176 18362 29176 40310 49217
856216,10673 11943 26040 32747 38664 48762
739138,1461 10151 20463 27086 33787 33827 40571 47209
1297585,4210 12276 23621 48559
2723547,703 7072 12980 13176 15269 16619 21137 23965 26324 28481 32241 36011 48205
916439,2458
592160,5876 7781 17794 21903 22963 22993 24964 25718 27521 28985 29217 30776 32537 43830 45535 46667 46802
511941,21137 21903 23362 24852 47766 48628
285912,2361 21903 24852
573891,6104 20119 30489
202806,5450 11712 14240 30391 30658 30776 40171 43154
2660693,1940 3274 11068 11512 13176 14996 18234 18656 22935 23554 25199 26604 28199 28204 30252 31683 34993 42579 42736 45007 46667 47626 48679 49247
982467,1503 24535 34429 42443
849801,2187 35782 37508
2524192,6000 8277 13176 19613 21137 27086 37646 44661 47209 48595 49683
2788651,5876 9839 13176 15937 18234 19875 24964 27845 30391 46720 47734 48775 49235
2959969,260 13176 22935 30024 40174
2087721,2091 2732 4952 10339 22832 24852 30142 44375
2730092,13176 23909 24852 39877 41787 45066
3130376,13629 21903 26604 28289 38164 40706 42139 45989 46045 46676 46876
29992,13176 14467 21137 21903 27104 32655 38689 47209
3119963,10173 37215 46061
3235514,12341 19691 21292 48762
2605874,3599 6532 6656 7559 8309 11352 16083 16797 17183 21903 22035 24852 31215 31927 33754 34050 35628 36189 42828 43662 47209 47766 48395 49236
322565,1153 5876 12920 18531 18980 27307 38739 44025 48890
2567576,4920 5450 11777 24852 27966 39427 39475
2956136,26165 47323
1180033,651 5388 16797 22802 31985 32689
2686107,13176 16083 27966 44910
2253483,16759 20842 22935 24184 31717 32478 43768
1610807,2344 5764 13176 30233 30391 43148
203335,33845 37646 42380 48679
1938928,3880 7156 9493 10957 12125 14890 14897 14962 16254 17341 24852 27429 31384 32689 36476 37646 39408 44560
1681834,9808 21903 22935 24852 27845 39013 39468 45066 47626 47766
2547674,2113 3298 7762 11679 21011 23909 25544 30170
2701977,130 11759 12899 16283 21573
2376415,4799 10749 10753 11520 21137 24852 25890 26298 26756 34262 36070 40706 45007 47626 47766
2473477,24852 41220 44142
832424,4920 8277 16759 24852 30391 38456
66212,4605 16349 24852
1698196,14947 25805 35221 38164 44632 47621
79890,2825 36294 47912 49235
1979044,14853 33106 35951 41570 47209
1377952,429 1193 3880 6187 6213 12544 13997 14183 15120 15477 15895 21435 21980 22788 24852 28829 35042 37358 37869 39491 47626
1563740,15386 37131 38946 47766
2191293,5785 14966 22825 27086 27966 36011 37288 39877
2504418,12427 13176 28554 36929 39475 43369 45066 49328
379618,14152 22438 26665 29487 44142 47766
2551762,13176 18465 19057 21903 49683
2091649,4565 18362 19821
3063097,4778 18071 47766
362181,13083 22610 35458 47242
1830822,5646 10749 13176 30391 41950 46069 47209 47766
1557169,204 2078 2086 8021 13176 16797 18523 21497 24841 27086 30391 35042 35045 39303 39475 42265
2275503,8309 10132 10551 13861 14764 16797 17638 24184 26723 37335 39877 40310 40706 42828 46820
1290235,3765 28931 34050 41290 41602
1297268,24390 25890 35951 46676 46802
2479773,1402 16241 22935 24058 30391 32227 34243 41515
2217913,13176
440068,432 13702 25890 28204 30489 30884
2548128,13176 25133 28946 31720 33000 45007 45106 47209 49628
2112019,1158 3896 4656 6615 7371 7781 8277 10586 12955 13083 14651 15146 16019 18370 19261 21137 21903 22825 22963 24489 25146 26914 28572 28946 30720 32864 33503 34584 34969 35986 38293 38777 40198 45106 46654 46802 49683
1320485,10603 13988 17794 31371 33000 47626
293455,8174 13176 25138 27966 29127 46979
2576447,5876 6740 8277 12039 12572 19348 20017 21137 24852 27966 30391 32566 32864 36011 38322
2567764,21903 24852 25890 31334
2714176,4605 43867
1872387,12427 13176 30720 31651 35561 37980 38928 42265
2980056,18272 27705 49235
1690091,14947 29142
221871,3835 5450 7628 21903 24082 24838 24852 24964 27104 30233 33055 36070 38693 41149 45007 46802 47717
2647442,7781 12941 13176 24838 27966 30489 39216 46979 47229
832256,8153 24852 26369 32864
1499962,24186 25705 45066
507993,32689
2915368,521 5077 5922 8277 21903 22935 24964 26209 27086 27325 33000 41950 46906
3153843,9497 15042 20842 22122 28597 39190 42981 44632 46107
178466,584 3664 11422 13176 17795 19348 25146 26209 28204 28928 33120 39993 47029 47209
2535804,54 4423 25783 31654 35216 41362
2346546,4957 12499 14992 16617 18523 18883 21019 21137 22035 22963 25340 25931 32465 33754 34949 34969 35951 38689 49683
2786673,1202 4210 14218 14852 16797 18027 21137 21903 22035 24852 24964 25890 27156 27845 28476 29487 40229 47766
723140,14992 15937 27845 31215 31481 43772 44142 46886 47766
388519,5876 11140 13176 25064 34668 47209
2084623,260 1215 4210 4920 9681 13176 21903 25340 33055 37646 38739 39928 40013 42828 43122 43772 43961 45468 46650
2411928,3039 17742 32331 44285
2335594,21137 35958
1980194,7189 12087
1424404,32747
658113,10258 10441 13424 14444 16953 31651 37710
2052526,4871 8424 24852 25146 26553 47766
1236307,9076 20899 21376 27966 35140 49683
1710463,44632 45692
871725,9339 13128 14376 24730 25146 26369 42701 43465 45948
862229,45 14992 21903 24852 25272 25890 26209 31292 32412 38996 40545 43961 47766 48395
692195,2295 3655 8138 17461 21386 23734 34969 48395 49683
900678,9076 45548
